Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Start Date,Start Year,Completion Date (B1),Completion Date,Duration,Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID
009-000005318,299,9,Department of Health and Human Services,FDA ORA Automated Laboratory Management,2174,287514,FDA ORA ALM Quality Management Information System (QMiS) Support 2,2011-09-19T00:00:00Z,2011,2012-09-14T00:00:00Z,2012,361,,,0.509,0,0,-0.044,-8.66,0.508,0.552,2012-02-24T00:00:00Z,1970-01-01T09:16:58Z,287514
009-000005354,301,9,Department of Health and Human Services,FDA OC-OIM Information and Computing Technologies for the 21st Century (ICT21),2176,283467,American Recovery and Reinvestment Act Patient Centered Outcomes Research (ARRA PCOR),2009-09-21T00:00:00Z,2009,2013-12-31T00:00:00Z,2013,1562,,,12.478,0,0,0,0,11.939,11.939,2012-07-23T00:00:00Z,1970-01-01T09:41:08Z,283467
009-000005354,301,9,Department of Health and Human Services,FDA OC-OIM Information and Computing Technologies for the 21st Century (ICT21),2177,289545,Janus Clinical Trials Repository (CTR),2008-01-10T00:00:00Z,2008,2014-03-31T00:00:00Z,2014,2271,,,13.464,0,0,0.34,2.63,12.937,12.597,2012-07-23T00:00:00Z,1970-01-01T09:41:08Z,289545
009-000005315,302,9,Department of Health and Human Services,FDA CDER MedWatch Plus,2148,290069,CDER/CBER FAERS,2009-01-04T00:00:00Z,2009,2012-06-30T00:00:00Z,2012,1272,,,45.017,-62,-5.23,-5.452,-30.76,17.726,23.178,2012-06-28T00:00:00Z,1970-01-01T07:59:11Z,290069
009-000005315,302,9,Department of Health and Human Services,FDA CDER MedWatch Plus,2149,290070,CDRH FAERS,2010-01-10T00:00:00Z,2010,2013-05-30T00:00:00Z,2013,1235,,,9.056,59,6.7,-30.897,-524.3,5.893,36.79,2012-07-23T00:00:00Z,1970-01-01T09:41:06Z,290070
009-000005315,302,9,Department of Health and Human Services,FDA CDER MedWatch Plus,3069,307741,CDER/CBER FAERS: Drug Quality Reporting System (DQRS),2012-02-07T00:00:00Z,2012,2013-09-30T00:00:00Z,2013,600,,,2.755,0,0,0,0,2.755,2.755,2012-06-28T00:00:00Z,1970-01-01T07:59:11Z,307741
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2150,286120,FDA ORA MARCS Program Management and Technical Integration (PMTI),2010-08-09T00:00:00Z,2010,2011-07-09T00:00:00Z,2011,334,2011-07-09T00:00:00Z,2011-07-09T00:00:00Z,5.192,0,0,-0.122,-2.35,5.192,5.314,2012-02-23T00:00:00Z,1970-01-01T12:00:18Z,286120
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2151,286177,FDA ORA MARCS Food Safety Modernization Act (FSMA),2011-06-15T00:00:00Z,2011,2011-08-30T00:00:00Z,2011,76,2011-08-30T00:00:00Z,2011-08-31T00:00:00Z,0.116,-1,-1.32,-0.0020,-1.72,0.116,0.118,2012-02-23T00:00:00Z,1970-01-01T12:00:19Z,286177
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2152,286202,"FDA ORA MARCS Authorization, Roles, and Responsibilities Management Services (ARRMS) 2",2010-09-27T00:00:00Z,2010,2011-07-31T00:00:00Z,2011,307,2011-07-31T00:00:00Z,2011-07-31T00:00:00Z,1.359,0,0,0.014,1.03,1.359,1.345,2012-02-23T00:00:00Z,1970-01-01T12:00:19Z,286202
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2153,286210,FDA ORA MARCS Field Work Manager (FWM) 2,2010-09-27T00:00:00Z,2010,2011-09-26T00:00:00Z,2011,364,,,3.34,-340,-93.41,-0.125,-3.74,3.34,3.465,2012-02-23T00:00:00Z,1970-01-01T12:00:19Z,286210
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2154,286212,FDA ORA MARCS Entry Manager (EM),2010-09-27T00:00:00Z,2010,2011-11-18T00:00:00Z,2011,417,2011-11-18T00:00:00Z,2011-11-18T00:00:00Z,2.248,-287,-68.82,-1.885,-83.85,2.248,4.133,2012-02-23T00:00:00Z,1970-01-01T12:00:19Z,286212
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2155,286215,FDA ORA MARCS Predictive Risk-based Evaluation and Dynamic Import Compliance Targeting (PREDICT),2010-09-29T00:00:00Z,2010,2011-09-28T00:00:00Z,2011,364,2011-09-28T00:00:00Z,2011-09-28T00:00:00Z,0.677,0,0,-0.024,-3.55,0.677,0.701,2012-02-23T00:00:00Z,1970-01-01T12:00:20Z,286215
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2156,286216,FDA ORA MARCS Document Generator Services (DGS),2010-09-27T00:00:00Z,2010,2011-09-26T00:00:00Z,2011,364,2011-09-26T00:00:00Z,2011-09-11T00:00:00Z,1.294,-44,-12.09,0.0040,0.31,1.294,1.29,2012-02-23T00:00:00Z,1970-01-01T12:01:01Z,286216
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2157,286217,FDA ORA MARCS Work Assignment and Accomplishment Manager (WAAM) 2,2010-09-27T00:00:00Z,2010,2011-09-26T00:00:00Z,2011,364,2011-09-26T00:00:00Z,2011-09-26T00:00:00Z,2.742,0,0,-0.027,-0.98,2.742,2.769,2012-02-23T00:00:00Z,1970-01-01T12:00:20Z,286217
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2158,286227,FDA ORA MARCS Program Management and Technical Integration (PMTI) 2,2011-08-09T00:00:00Z,2011,2012-07-09T00:00:00Z,2012,335,,,4.917,0,0,-1.186,-24.12,4.917,6.103,2012-02-23T00:00:00Z,1970-01-01T12:00:21Z,286227
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2159,286235,FDA ORA MARCS Data Integration (DI),2011-08-09T00:00:00Z,2011,2012-07-09T00:00:00Z,2012,335,,,1.259,0,0,0.219,17.41,1.258,1.039,2012-02-23T00:00:00Z,1970-01-01T12:00:21Z,286235
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2160,286255,"FDA ORA MARCS Authorization, Roles, and Responsibilities Management Services (ARRMS) 2-Supplemental",2011-08-26T00:00:00Z,2011,2012-02-27T00:00:00Z,2012,185,2012-02-27T00:00:00Z,2012-02-27T00:00:00Z,0.688,-186,-100.54,0.073,10.61,0.688,0.615,2012-02-23T00:00:00Z,1970-01-01T12:00:21Z,286255
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2161,286276,FDA ORA MARCS Firm Management Services (FMS),2011-09-23T00:00:00Z,2011,2013-05-02T00:00:00Z,2013,587,,,1.115,0,0,0.0010,0.1,1.024,1.023,2012-02-23T00:00:00Z,1970-01-01T12:00:21Z,286276
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2162,286277,FDA ORA MARCS Field Work Manager (FWM) 3,2011-09-23T00:00:00Z,2011,2012-09-22T00:00:00Z,2012,365,,,6.837,0,0,0.01,0.15,6.837,6.827,2012-02-23T00:00:00Z,1970-01-01T12:00:21Z,286277
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2163,286294,FDA ORA MARCS Imports 2,2011-09-23T00:00:00Z,2011,2012-09-22T00:00:00Z,2012,365,,,4.376,0,0,-0.629,-14.37,4.376,5.005,2012-02-23T00:00:00Z,1970-01-01T12:00:21Z,286294
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2164,286295,FDA ORA MARCS Support Services (SS),2011-08-24T00:00:00Z,2011,2012-08-23T00:00:00Z,2012,365,,,3.585,-8,-2.19,0.074,2.07,3.575,3.501,2012-02-23T00:00:00Z,1970-01-01T12:00:22Z,286295
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2165,286296,FDA ORA MARCS Work Assignment and Accomplishment Manager (WAAM) 3,2011-09-27T00:00:00Z,2011,2012-09-26T00:00:00Z,2012,365,,,2.259,0,0,0.109,4.83,2.259,2.15,2012-02-23T00:00:00Z,1970-01-01T12:00:22Z,286296
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2167,286298,FDA ORA MARCS Software Acquisition for Oracle Technologies,2011-04-08T00:00:00Z,2011,2011-09-30T00:00:00Z,2011,175,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,4.856,0,0,0,0,4.856,4.856,2012-02-23T00:00:00Z,1970-01-01T12:00:22Z,286298
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2918,306567,"FDA ORA MARCS Authorization, Roles, and Responsibilities Management Services (ARRMS) 3",2012-02-29T00:00:00Z,2012,2013-02-28T00:00:00Z,2013,365,,,1.502,0,0,0,0,1.502,1.502,2012-02-23T00:00:00Z,1970-01-01T12:00:18Z,306567
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2919,306574,FDA ORA MARCS Field Work Manager (FWM) 4,2012-03-30T00:00:00Z,2012,2013-03-29T00:00:00Z,2013,364,,,0.546,0,0,0,0,0.546,0.546,2012-02-23T00:00:00Z,1970-01-01T12:00:18Z,306574
009-000005317,310,9,Department of Health and Human Services,FDA ORA Mission Accomplishments and Regulatory Compliance Services,2920,306581,FDA ORA MARCS Work Assignment and Accomplishment Manager (WAAM) 4,2012-03-30T00:00:00Z,2012,2013-03-29T00:00:00Z,2013,364,,,1.155,0,0,0,0,1.155,1.155,2012-02-23T00:00:00Z,1970-01-01T12:00:18Z,306581
009-000006267,317,9,Department of Health and Human Services,FDA OC-OIM Operational Infrastructure,2178,295683,FDA OC-OIM Operational Infrastructure Oracle 11G Upgrade,2011-01-03T00:00:00Z,2011,2013-07-31T00:00:00Z,2013,939,,,7.951,-92,-20.13,0.052,0.65,7.951,7.899,2012-04-26T00:00:00Z,1970-01-01T10:51:04Z,295683
009-000006267,317,9,Department of Health and Human Services,FDA OC-OIM Operational Infrastructure,2179,295951,FDA OC-OIM Operational Infrastructure: Windows 7 Upgrade,2010-01-09T00:00:00Z,2010,2012-01-10T00:00:00Z,2012,731,,,1.893,31,4.07,-0.283,-18.21,1.554,1.837,2012-04-26T00:00:00Z,1970-01-01T10:51:04Z,295951
009-000005316,318,9,Department of Health and Human Services,FDA ORA Regulatory Business Information Services,2038,287623,FDA ORA RBIS Center and External Integration,2011-07-18T00:00:00Z,2011,2012-05-31T00:00:00Z,2012,318,2012-05-31T00:00:00Z,2012-05-31T00:00:00Z,0.507,0,0,0.025,4.93,0.507,0.482,2012-07-23T00:00:00Z,1970-01-01T09:41:06Z,287623
009-000005316,318,9,Department of Health and Human Services,FDA ORA Regulatory Business Information Services,2039,287707,"FDA ORA RBIS Data Warehouse, Data Marts, and Universes",2011-02-06T00:00:00Z,2011,2011-10-24T00:00:00Z,2011,259,2011-10-24T00:00:00Z,2011-10-31T00:00:00Z,0.584,-7,-4.86,0.014,2.4,0.584,0.57,2012-04-26T00:00:00Z,1970-01-01T10:50:59Z,287707
009-000005316,318,9,Department of Health and Human Services,FDA ORA Regulatory Business Information Services,2040,287708,FDA ORA RBIS Firm Master List Services (FMLS) Enhancements,2011-08-15T00:00:00Z,2011,2012-05-30T00:00:00Z,2012,289,2012-05-30T00:00:00Z,2012-05-30T00:00:00Z,0.316,-93,-32.18,-0.023,-7.28,0.316,0.339,2012-04-26T00:00:00Z,1970-01-01T10:50:59Z,287708
009-000005316,318,9,Department of Health and Human Services,FDA ORA Regulatory Business Information Services,2041,287709,FDA ORA RBIS Report Development Support,2011-12-09T00:00:00Z,2011,2012-11-09T00:00:00Z,2012,336,2012-11-09T00:00:00Z,2012-11-09T00:00:00Z,2.085,0,0,-1.506,-72.23,2.085,3.591,2012-07-23T00:00:00Z,1970-01-01T09:41:06Z,287709
009-000005316,318,9,Department of Health and Human Services,FDA ORA Regulatory Business Information Services,2042,287710,FDA ORA RBIS Data Evaluation and Recommendations,2011-12-09T00:00:00Z,2011,2012-04-30T00:00:00Z,2012,142,2012-04-30T00:00:00Z,2012-04-30T00:00:00Z,0.275,0,0,-0.028,-10.18,0.275,0.303,2012-06-28T00:00:00Z,1970-01-01T07:59:12Z,287710
009-000005316,318,9,Department of Health and Human Services,FDA ORA Regulatory Business Information Services,2043,287721,FDA ORA RBIS Data Availability,2011-12-09T00:00:00Z,2011,2012-11-09T00:00:00Z,2012,336,,,1.635,0,0,-0.717,-43.85,1.635,2.352,2012-07-23T00:00:00Z,1970-01-01T09:41:06Z,287721
009-000005316,318,9,Department of Health and Human Services,FDA ORA Regulatory Business Information Services,2044,287722,FDA ORA RBIS Data Quality,2011-12-09T00:00:00Z,2011,2012-11-09T00:00:00Z,2012,336,,,0.582,0,0,-0.228,-39.18,0.582,0.81,2012-07-23T00:00:00Z,1970-01-01T09:41:07Z,287722
009-000005323,322,9,Department of Health and Human Services,FDA OC User Fee and Financial Reporting Systems,2221,283663,FDA OC User Fee System Enhancements,2002-01-09T00:00:00Z,2002,2019-09-30T00:00:00Z,2019,6472,,,127.127,0,0,-1.36,-10.92,12.454,13.814,2012-07-26T00:00:00Z,1970-01-01T10:07:56Z,283663
009-000005323,322,9,Department of Health and Human Services,FDA OC User Fee and Financial Reporting Systems,2222,283941,FDA OC Hyperion Planning System,2004-08-15T00:00:00Z,2004,2019-09-30T00:00:00Z,2019,5524,,,38.737,0,0,-0.077,-4.42,1.744,1.821,2012-07-26T00:00:00Z,1970-01-01T10:07:56Z,283941
009-000005323,322,9,Department of Health and Human Services,FDA OC User Fee and Financial Reporting Systems,2223,284598,FDA OC Business Intelligence Reporting System,2007-01-10T00:00:00Z,2007,2019-09-30T00:00:00Z,2019,4645,,,24.113,-15,-0.9,-0.013,-0.73,1.793,1.806,2012-07-26T00:00:00Z,1970-01-01T10:07:56Z,284598
009-999991400,330,9,Department of Health and Human Services,Federal Health Architecture,2197,288883,Federal Health Architecture Implementation,2004-04-30T00:00:00Z,2004,2014-09-30T00:00:00Z,2014,3805,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,65.007,0,0,0.165,2.14,7.71,7.545,2012-07-23T00:00:00Z,1970-01-01T09:40:56Z,288883
009-000001397,332,9,Department of Health and Human Services,HHS Unified Financial Management System: Modernization Program,2224,302739,Dashboard and Business Intelligence (Crawl/Walk/Run),2011-09-30T00:00:00Z,2011,2014-05-31T00:00:00Z,2014,974,,,10.95,0,0,0,0,10.95,10.95,2012-04-26T00:00:00Z,1970-01-01T10:50:51Z,302739
009-000001397,332,9,Department of Health and Human Services,HHS Unified Financial Management System: Modernization Program,2225,302761,Expansion of Budget Tools (Crawl/Walk/Run),2011-09-30T00:00:00Z,2011,2014-07-31T00:00:00Z,2014,1035,,,6.475,0,0,0,0,6.475,6.475,2012-04-26T00:00:00Z,1970-01-01T10:50:51Z,302761
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2087,284973,EHB - Awards Streamlining,2011-03-16T00:00:00Z,2011,2011-05-31T00:00:00Z,2011,75,2011-05-31T00:00:00Z,2011-05-31T00:00:00Z,0.075,0,0,0,0,0.075,0.075,2012-04-26T00:00:00Z,1970-01-01T06:07:54Z,284973
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2088,284982,EHB - UI Upgrade Phase II,2011-05-27T00:00:00Z,2011,2012-09-16T00:00:00Z,2012,478,2012-09-13T00:00:00Z,2012-09-28T00:00:00Z,4.56,-15,-3.16,-0.254,-5.57,4.56,4.814,2012-07-23T00:00:00Z,1970-01-01T09:40:53Z,284982
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2089,285000,EHB - Applications CCR Validation,2012-05-01T00:00:00Z,2012,2012-05-31T00:00:00Z,2012,30,2012-05-31T00:00:00Z,2012-06-29T00:00:00Z,0.26,-29,-19.73,-0.055,-21.15,0.26,0.315,2012-07-23T00:00:00Z,1970-01-01T09:40:53Z,285000
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2090,285001,EHB - Planning Module Upgrade,2012-01-02T00:00:00Z,2012,2012-08-31T00:00:00Z,2012,241,2012-08-31T00:00:00Z,2012-06-08T00:00:00Z,0.44,0,0,-0.235,-53.41,0.44,0.675,2012-07-23T00:00:00Z,1970-01-01T09:40:53Z,285001
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2091,285021,EHB - Closeout Module Upgrade Phase I,2012-01-07T00:00:00Z,2012,2012-09-30T00:00:00Z,2012,266,,,0.12,0,0,0,0,0.12,0.12,2012-04-26T00:00:00Z,1970-01-01T06:07:54Z,285021
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2092,285031,EHB - Closeout Module Upgrade Phase II,2012-01-05T00:00:00Z,2012,2012-09-30T00:00:00Z,2012,268,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0.454,0,0,0.346,76.21,0.454,0.108,2012-07-23T00:00:00Z,1970-01-01T09:40:53Z,285031
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2093,285032,EHB - Loans - LDF,2011-02-16T00:00:00Z,2011,2011-12-04T00:00:00Z,2011,291,2011-12-04T00:00:00Z,2011-12-04T00:00:00Z,0.93,0,0,0,0,0.93,0.93,2012-04-26T00:00:00Z,1970-01-01T06:07:54Z,285032
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2094,285035,EHB - Loans - L-AOR,2011-04-13T00:00:00Z,2011,2011-06-28T00:00:00Z,2011,76,2011-06-28T00:00:00Z,2011-06-28T00:00:00Z,0.93,0,0,0,0,0.93,0.93,2012-04-26T00:00:00Z,1970-01-01T06:07:54Z,285035
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2095,285039,EHB - Loans - L-PCLA,2011-08-07T00:00:00Z,2011,2011-09-20T00:00:00Z,2011,44,2011-09-20T00:00:00Z,2011-09-20T00:00:00Z,0.394,0,0,0,0,0.394,0.394,2012-04-26T00:00:00Z,1970-01-01T06:07:54Z,285039
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2096,285041,EHB - Nurse Faculty Loan Program - ACA Support in the Formula module,2011-02-14T00:00:00Z,2011,2011-12-04T00:00:00Z,2011,293,2011-12-04T00:00:00Z,2011-12-04T00:00:00Z,1.2,0,0,0.394,32.83,1.2,0.806,2012-04-26T00:00:00Z,1970-01-01T06:07:54Z,285041
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2097,285042,EHB - Nurse Faculty Loan Program - ACA Support in the AOR module,2011-04-22T00:00:00Z,2011,2011-06-28T00:00:00Z,2011,67,2011-06-28T00:00:00Z,2011-06-28T00:00:00Z,0.051,0,0,0,0,0.051,0.051,2012-04-26T00:00:00Z,1970-01-01T06:07:54Z,285042
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2098,285043,EHB - BPMS - Release FY 2011,2010-10-12T00:00:00Z,2010,2011-06-27T00:00:00Z,2011,258,2011-06-27T00:00:00Z,2011-06-27T00:00:00Z,0.253,0,0,0,0,0.253,0.253,2012-05-22T00:00:00Z,1970-01-01T08:09:28Z,285043
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2099,285054,EHB - BPMS - Standalone Modules,2010-09-15T00:00:00Z,2010,2011-06-09T00:00:00Z,2011,267,2011-06-09T00:00:00Z,2011-06-09T00:00:00Z,0.253,0,0,0,0,0.253,0.253,2012-05-22T00:00:00Z,1970-01-01T08:09:28Z,285054
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2100,285060,EHB - Loans and Scholarships 2012,2011-03-30T00:00:00Z,2011,2012-08-31T00:00:00Z,2012,520,2012-08-31T00:00:00Z,2012-08-31T00:00:00Z,0.575,0,0,-0.159,-27.65,0.575,0.734,2012-07-23T00:00:00Z,1970-01-01T09:40:53Z,285060
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2101,285063,EHB - BHPR Data Report,2011-03-10T00:00:00Z,2011,2012-05-31T00:00:00Z,2012,447,2012-05-31T00:00:00Z,2012-06-18T00:00:00Z,1.6,-92,-38.17,-0.265,-16.56,1.6,1.865,2012-07-23T00:00:00Z,1970-01-01T09:40:53Z,285063
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2102,285064,EHB - CHGME - Formula module (CHGME - PAS),2011-02-23T00:00:00Z,2011,2011-08-16T00:00:00Z,2011,173,2011-08-16T00:00:00Z,2011-08-16T00:00:00Z,0.823,0,0,0,0,0.823,0.823,2012-04-26T00:00:00Z,1970-01-01T06:07:54Z,285064
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2103,285068,EHB - CHGME - Application module (CHGME - HAS),2011-02-23T00:00:00Z,2011,2011-06-30T00:00:00Z,2011,126,2011-06-30T00:00:00Z,2011-08-31T00:00:00Z,0.332,-62,-48.82,0,0,0.332,0.332,2012-04-26T00:00:00Z,1970-01-01T06:07:54Z,285068
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2104,285081,EHB - RDR - January 2011 Release (RDR 2010),2010-09-15T00:00:00Z,2010,2011-03-25T00:00:00Z,2011,191,2011-03-25T00:00:00Z,2011-03-25T00:00:00Z,0.037,0,0,0.032,86.49,0.037,0.0050,2012-04-26T00:00:00Z,1970-01-01T06:07:54Z,285081
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2105,285085,EHB - RSR - January 2011 Release (RSR 2010),2010-09-15T00:00:00Z,2010,2011-03-01T00:00:00Z,2011,167,2011-03-01T00:00:00Z,2011-03-01T00:00:00Z,0.497,0,0,0.346,69.62,0.497,0.151,2012-04-26T00:00:00Z,1970-01-01T06:07:54Z,285085
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2106,285086,EHB - RSR - January 2012 Release (RSR 2011),2010-09-15T00:00:00Z,2010,2011-12-09T00:00:00Z,2011,450,2011-12-09T00:00:00Z,2011-12-09T00:00:00Z,0.628,0,0,0.547,87.1,0.628,0.081,2012-04-26T00:00:00Z,1970-01-01T06:07:54Z,285086
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2107,285089,EHB - ADAP JANUARY 2011 RELEASE,2010-01-10T00:00:00Z,2010,2011-03-01T00:00:00Z,2011,415,2011-03-01T00:00:00Z,2011-03-01T00:00:00Z,0.028,0,0,-0.0010,-3.57,0.028,0.029,2012-04-26T00:00:00Z,1970-01-01T06:07:54Z,285089
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2108,285090,EHB - ADR - January 2012 Release,2011-03-10T00:00:00Z,2011,2012-01-31T00:00:00Z,2012,327,2012-01-31T00:00:00Z,2012-03-02T00:00:00Z,0.06,-3,-2.5,-0.024,-40,0.06,0.084,2012-04-26T00:00:00Z,1970-01-01T06:07:55Z,285090
009-000000706,333,9,Department of Health and Human Services,HRSA - OIT Electronic Handbooks (EHBs),2109,285341,EHB - ADAP Client-level Phase I,2010-09-15T00:00:00Z,2010,2011-12-09T00:00:00Z,2011,450,2011-12-09T00:00:00Z,2011-09-14T00:00:00Z,0.08,-2,-0.79,-0.0070,-8.75,0.08,0.087,2012-04-26T00:00:00Z,1970-01-01T06:07:55Z,285341
